Proxy depth,Mg/Ca,Published temperature,Published age,Marine04 age,Marine09 age,Age model error,,14C depth,Material,14C age,14C error,忖R,Marine04 age,,,Marine09 age,,
268,3.940,26.0,12780,12771,12740,246,,,,,,,,,,,,
273,4.020,26.2,12940,12932,12910,268,,,,,,,,,,,,
278,3.620,25.1,13100,13094,13080,277,,,,,,,,,,,,
283,3.750,25.4,13270,13257,13249,274,,,,,,,,,,,,
288,3.770,25.5,13430,13420,13418,259,,,,,,,,,,,,
293,3.710,25.3,13590,13584,13586,229,,,,,,,,,,,,
303,3.910,25.9,13920,13920,13919,70,,,,,,,,,,,,
308,4.060,26.3,14150,14136,14200,204,,,,,,,,,,,,
313,3.830,25.7,14380,14359,14478,264,,,,,,,,,,,,
318,4.310,27.0,14610,14583,14754,298,,,,,,,,,,,,
323,4.110,26.5,14840,14808,15030,313,,,,,,,,,,,,
328,3.880,25.8,15070,15034,15305,313,,,,,,,,,,,,
333,3.520,24.7,15290,15261,15579,299,,,,,,,,,,,,
338,3.660,25.2,15520,15489,15852,266,,,,,,,,,,,,
343,3.430,24.4,15730,15699,16096,215,,,,,,,,,,,,
348,3.730,25.4,15930,15898,16285,267,,,,,,,,,,,,
353,3.350,24.2,16110,16077,16446,310,,,,,,,,,,,,
358,3.720,25.3,16290,16258,16607,342,,,,,,,,,,,,
363,3.630,25.1,16470,16439,16767,367,,,,,,,,,,,,
368,3.310,24.1,16660,16621,16928,386,,,,,,,,,,,,
373,3.410,24.4,16840,16803,17088,399,,,,,,,,,,,,
378,3.440,24.5,17020,16985,17248,408,,,,,,,,,,,,
383,3.320,24.1,17200,17167,17408,412,,,,,,,,,,,,
388,3.440,24.5,17380,17350,17567,412,,,,,,,,,,,,
393,3.300,24.0,17560,17533,17727,407,,,,,,,,,,,,
400,3.380,24.3,17820,17790,17950,393,,,,,,,,,,,,
402,3.220,23.7,17890,17863,18014,387,,,,,,,,,,,,
403,3.230,23.8,17930,17900,18046,384,,,,,,,,,,,,
405,3.320,24.1,18000,17973,18109,377,,,,,,,,,,,,
410,3.340,24.2,18180,18157,18269,356,,,,,,,,,,,,
413,3.350,24.2,18290,18268,18364,340,,,,,,,,,,,,
415,3.460,24.5,18360,18341,18428,328,,,,,,,,,,,,
417,3.510,24.7,18440,18415,18491,314,,,,,,,,,,,,
418,3.780,25.5,18470,18452,18523,307,,,,,,,,,,,,
420,3.600,25.0,18540,18526,18587,291,,,,,,,,,,,,
423,3.500,24.7,18650,18637,18682,263,,,,,,,,,,,,
428,3.320,24.1,18830,18823,18840,203,,,,,,,,,,,,
433,3.320,24.1,19020,19015,18996,106,,,,,,,,,,,,
438,3.730,25.4,19150,19141,19146,182,,,,,,,,,,,,
443,3.570,24.9,19290,19272,19294,232,,,,,,,,,,,,
448,3.510,24.7,19420,19404,19441,269,,,,,,,,,,,,
453,3.170,23.6,19560,19537,19588,298,,,,,,,,,,,,
458,3.320,24.1,19700,19669,19734,321,,,,,,,,,,,,
463,3.140,23.5,19830,19802,19881,338,,,,,,,,,,,,
468,3.180,23.6,19970,19935,20027,352,,,,,,,,,,,,
473,3.240,23.8,20110,20069,20174,362,,,,,,,,,,,,
478,3.070,23.2,20240,20203,20320,369,,,,,,,,,,,,
480,3.310,24.1,20300,20256,20378,370,,,,,,,,,,,,
482,3.490,24.6,20350,20310,20437,371,,,,,,,,,,,,
483,3.540,24.8,20380,20336,20466,372,,,,,,,,,,,,
488,3.260,23.9,20520,20470,20612,372,,,,,,,,,,,,
498,3.700,25.3,20790,20739,20904,362,,,,,,,,,,,,
513,3.820,25.7,21200,21145,21340,321,,,,,,,,,,,,
523,3.240,23.8,21470,21422,21626,269,,,,,,,,,,,,
528,3.020,23.0,21620,21623,21819,350,,,,,,,,,,,,
533,3.200,23.7,21770,21829,22028,403,,,,,,,,,,,,
