,,Proxy depth,Published Proxy,Published age,Published Temperature,Marine09 age,Age model error,,,14C depth,14C age,14C error,忖R,忖R error,Marine09 age,,,,,
,,172.000,3.760,10969.000,25.750,11024.43,160.31,,,,,,,,,,,,,
,,174.000,4.310,11079.000,27.290,11144.54,104.02,,,,,,,,,,,,,
,,176.000,4.260,11190.000,27.160,11216.46,63.83,,,,,,,,,,,,,
,,178.000,4.170,11224.000,26.920,11241.56,83.78,,,,,,,,,,,,,
,,180.000,3.970,11258.000,26.360,11266.49,98.20,,,,,,,,,,,,,
,,182.000,4.210,11292.000,27.020,11291.34,109.31,,,,,,,,,,,,,
,,184.000,4.120,11326.000,26.780,11316.15,118.02,,,,,,,,,,,,,
,,186.000,3.700,11360.000,25.570,11340.91,124.84,,,,,,,,,,,,,
,,188.000,3.560,11394.000,25.140,11365.64,130.06,,,,,,,,,,,,,
,,190.000,3.450,11428.000,24.790,11390.33,133.88,,,,,,,,,,,,,
,,192.000,3.830,11462.000,25.960,11415.00,136.39,,,,,,,,,,,,,
,,194.000,4.100,11496.000,26.730,11439.63,137.68,,,,,,,,,,,,,
,,196.000,3.530,11530.000,25.040,11464.23,137.78,,,,,,,,,,,,,
,,198.000,3.730,11564.000,25.660,11488.79,136.67,,,,,,,,,,,,,
,,200.000,3.900,11598.000,26.160,11513.30,134.34,,,,,,,,,,,,,
,,202.000,3.780,11632.000,25.810,11537.73,130.69,,,,,,,,,,,,,
,,204.000,3.780,11666.000,25.810,11562.00,125.58,,,,,,,,,,,,,
,,206.000,3.750,11700.000,25.720,11583.90,123.87,,,,,,,,,,,,,
,,208.000,3.850,11722.000,26.020,11603.97,126.65,,,,,,,,,,,,,
,,210.000,3.490,11744.000,24.920,11623.97,128.56,,,,,,,,,,,,,
,,212.000,3.560,11767.000,25.140,11643.95,129.61,,,,,,,,,,,,,
,,214.000,3.770,11789.000,25.780,11663.90,129.82,,,,,,,,,,,,,
,,216.000,3.310,11811.000,24.320,11683.83,129.19,,,,,,,,,,,,,
,,218.000,3.390,11833.000,24.590,11703.75,127.73,,,,,,,,,,,,,
,,220.000,3.580,11856.000,25.200,11723.63,125.42,,,,,,,,,,,,,
,,222.000,3.260,11878.000,24.150,11743.47,122.26,,,,,,,,,,,,,
,,224.000,3.050,11900.000,23.400,11763.12,118.64,,,,,,,,,,,,,
,,226.000,3.090,11953.000,23.550,11817.50,137.60,,,,,,,,,,,,,
,,228.000,3.310,12006.000,24.320,11870.97,153.23,,,,,,,,,,,,,
,,230.000,3.380,12059.000,24.560,11924.28,165.44,,,,,,,,,,,,,
,,232.000,3.640,12112.000,25.390,11977.49,174.86,,,,,,,,,,,,,
,,234.000,3.590,12165.000,25.230,12030.63,181.88,,,,,,,,,,,,,
,,236.000,3.270,12218.000,24.180,12083.71,186.77,,,,,,,,,,,,,
,,238.000,3.720,12271.000,25.630,12136.75,189.68,,,,,,,,,,,,,
,,240.000,3.690,12324.000,25.540,12189.75,190.70,,,,,,,,,,,,,
,,242.000,3.580,12376.000,25.200,12242.70,189.85,,,,,,,,,,,,,
,,244.000,3.310,12429.000,24.320,12295.62,187.12,,,,,,,,,,,,,
,,246.000,3.140,12482.000,23.730,12348.49,182.42,,,,,,,,,,,,,
,,248.000,3.380,12535.000,24.560,12401.32,175.59,,,,,,,,,,,,,
,,250.000,3.540,12588.000,25.080,12454.09,166.39,,,,,,,,,,,,,
,,252.000,3.760,12641.000,25.750,12506.81,154.42,,,,,,,,,,,,,
,,254.000,3.480,12694.000,24.880,12559.45,139.01,,,,,,,,,,,,,
,,256.000,3.300,12747.000,24.290,12611.96,118.91,,,,,,,,,,,,,
,,258.000,3.430,12800.000,24.720,12664.21,91.53,,,,,,,,,,,,,
,,260.000,3.320,12835.000,24.350,12713.83,88.84,,,,,,,,,,,,,
,,262.000,3.160,12869.000,23.800,12760.47,112.42,,,,,,,,,,,,,
,,264.000,3.600,12904.000,25.260,12806.78,129.38,,,,,,,,,,,,,
,,266.000,3.420,12939.000,24.690,12852.93,141.78,,,,,,,,,,,,,
,,268.000,3.390,12973.000,24.590,12898.96,150.65,,,,,,,,,,,,,
,,270.000,3.640,13008.000,25.390,12944.92,156.52,,,,,,,,,,,,,
,,272.000,3.480,13043.000,24.880,12990.80,159.70,,,,,,,,,,,,,
,,274.000,3.820,13077.000,25.930,13036.61,160.30,,,,,,,,,,,,,
,,276.000,3.370,13112.000,24.520,13082.36,158.35,,,,,,,,,,,,,
,,278.000,3.200,13147.000,23.940,13128.04,153.70,,,,,,,,,,,,,
,,280.000,3.770,13181.000,25.780,13173.64,146.07,,,,,,,,,,,,,
,,282.000,4.000,13216.000,26.450,13219.14,134.93,,,,,,,,,,,,,
,,284.000,3.710,13251.000,25.600,13264.52,119.23,,,,,,,,,,,,,
,,286.000,3.650,13285.000,25.420,13309.68,96.65,,,,,,,,,,,,,
,,288.000,3.700,13320.000,25.570,13353.71,58.40,,,,,,,,,,,,,
,,290.000,3.560,13360.000,25.140,13392.37,91.71,,,,,,,,,,,,,
,,292.000,3.660,13400.000,25.450,13430.21,112.69,,,,,,,,,,,,,
,,294.000,3.530,13440.000,25.040,13467.90,128.09,,,,,,,,,,,,,
,,296.000,3.880,13480.000,26.110,13505.49,139.79,,,,,,,,,,,,,
,,298.000,4.080,13520.000,26.670,13543.02,148.68,,,,,,,,,,,,,
,,300.000,3.670,13560.000,25.480,13580.50,155.26,,,,,,,,,,,,,
,,302.000,3.400,13600.000,24.620,13617.94,159.80,,,,,,,,,,,,,
,,304.000,3.310,13640.000,24.320,13655.33,162.49,,,,,,,,,,,,,
,,306.000,3.590,13680.000,25.230,13692.69,163.41,,,,,,,,,,,,,
,,308.000,3.500,13720.000,24.950,13730.00,162.60,,,,,,,,,,,,,
,,310.000,3.470,13760.000,24.850,13767.28,160.01,,,,,,,,,,,,,
,,312.000,3.570,13800.000,25.170,13804.51,155.55,,,,,,,,,,,,,
,,314.000,3.480,13840.000,24.880,13841.69,149.06,,,,,,,,,,,,,
,,316.000,3.650,13880.000,25.420,13878.81,140.22,,,,,,,,,,,,,
,,318.000,3.500,13920.000,24.950,13915.84,128.52,,,,,,,,,,,,,
,,320.000,3.440,13960.000,24.750,13952.71,112.99,,,,,,,,,,,,,
,,322.000,3.670,14000.000,25.480,13988.76,90.53,,,,,,,,,,,,,
,,324.000,3.640,14068.000,25.390,14045.51,122.47,,,,,,,,,,,,,
,,326.000,3.540,14135.000,25.080,14102.13,144.17,,,,,,,,,,,,,
,,328.000,3.280,14203.000,24.220,14158.72,160.92,,,,,,,,,,,,,
,,330.000,3.100,14271.000,23.580,14215.30,174.36,,,,,,,,,,,,,
,,332.000,3.230,14338.000,24.050,14271.87,185.35,,,,,,,,,,,,,
,,334.000,3.390,14406.000,24.590,14328.43,194.39,,,,,,,,,,,,,
,,336.000,3.540,14474.000,25.080,14384.98,201.84,,,,,,,,,,,,,
,,338.000,3.380,14542.000,24.560,14441.52,207.95,,,,,,,,,,,,,
,,340.000,3.450,14609.000,24.790,14498.05,212.97,,,,,,,,,,,,,
,,342.000,3.420,14677.000,24.690,14554.57,217.09,,,,,,,,,,,,,
,,344.000,3.300,14745.000,24.290,14611.08,220.60,,,,,,,,,,,,,
,,346.000,3.160,14812.000,23.800,14667.56,224.01,,,,,,,,,,,,,
,,348.000,3.090,14880.000,23.550,14723.91,231.21,,,,,,,,,,,,,
,,350.000,3.230,14912.000,24.050,14805.60,228.96,,,,,,,,,,,,,
,,352.000,3.120,14943.000,23.660,14885.20,232.13,,,,,,,,,,,,,
,,354.000,3.140,14975.000,23.730,14964.39,236.34,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,883,10646.0000,11646.00,,,,,,,,,,,,,,,,
,,883,10646.0000,11646.00,,,,,,,,,,,,,,,,
,,885,10685.0000,11685.00,30.02,6,,,,,,,,,,,,,,
,,886,10704.0000,11704.00,29.47,5,,,,,,,,,,,,,,
,,887,10723.0000,11723.00,,,,,,,,,,,,,,,,
,,887,,,,,,,,,,,,,,,,,,
,,889,,,,,,,,,,,,,,,,,,
,,891,10800.0000,11800.00,,,,,,,,,,,,,,,,
,,891,10800.0000,11800.00,29.86,6,,,,,,,,,,,,,,
,,893,10839.0000,11839.00,28.85,5,,,,,,,,,,,,,,
,,895,10877.0000,11877.00,30.08,6,,,,,,,,,,,,,,
,,897,10916.0000,11916.00,29.47,5,,,,,,,,,,,,,,
,,897,,,,,,,,,,,,,,,,,,
,,899,10955.0000,11955.00,30.15,6,,,,,,,,,,,,,,
,,901,10994.0000,11994.00,29.20,5,,,,,,,,,,,,,,
,,903,11033.0000,12033.00,29.99,6,,,,,,,,,,,,,,
,,905,11071.0000,12071.00,29.45,5,,,,,,,,,,,,,,
,,907,11110.0000,12110.00,29.19,5,,,,,,,,,,,,,,
,,909,11149.0000,12149.00,29.09,5,,,,,,,,,,,,,,
,,911,11188.0000,12188.00,29.51,5,,,,,,,,,,,,,,
,,911,,,,,,,,,,,,,,,,,,
,,913,11227.0000,12227.00,29.57,5,,,,,,,,,,,,,,
,,913,,,,,,,,,,,,,,,,,,
,,915,11266.0000,12266.00,30.07,6,,,,,,,,,,,,,,
,,917,11306.0000,12305.00,29.51,5,,,,,,,,,,,,,,
,,919,11345.0000,12345.00,30.02,6,,,,,,,,,,,,,,
,,921,11384.0000,12384.00,30.78,6,,,,,,,,,,,,,,
,,923,,,,,,,,,,,,,,,,,,
,,925,11462.0000,12462.00,29.13,5,,,,,,,,,,,,,,
,,927,,,,,,,,,,,,,,,,,,
,,929,11541.0000,12541.00,30.63,6,,,,,,,,,,,,,,
,,933,11620.0000,12620.00,29.19,5,,,,,,,,,,,,,,
,,934,11640.0000,12640.00,,,,,,,,,,,,,,,,
,,935,11659.0000,12659.00,29.04,5,,,,,,,,,,,,,,
,,935,,,,,,,,,,,,,,,,,,
,,936,,,,,,,,,,,,,,,,,,
,,936,,,,,,,,,,,,,,,,,,
,,937,,,,,,,,,,,,,,,,,,
,,941,,,,,,,,,,,,,,,,,,
,,941,,,,,,,,,,,,,,,,,,
,,943,,,,,,,,,,,,,,,,,,
,,945,,,,,,,,,,,,,,,,,,
,,947,,,,,,,,,,,,,,,,,,
,,949,,,,,,,,,,,,,,,,,,
,,951,,,,,,,,,,,,,,,,,,
,,953,,,,,,,,,,,,,,,,,,
,,955,,,,,,,,,,,,,,,,,,
,,957,,,,,,,,,,,,,,,,,,
,,959,,,,,,,,,,,,,,,,,,
,,961,,,,,,,,,,,,,,,,,,
,,961,,,,,,,,,,,,,,,,,,
,,963,,,,,,,,,,,,,,,,,,
,,965,12256.0000,13256.00,29.28,5,,,,,,,,,,,,,,
,,969,12337.0000,13337.00,29.48,5,,,,,,,,,,,,,,
,,973,12417.0000,13417.00,29.81,6,,,,,,,,,,,,,,
,,977,12498.0000,13498.00,29.41,5,,,,,,,,,,,,,,
,,981,12578.0000,13578.00,29.85,6,,,,,,,,,,,,,,
,,985,12659.0000,13659.00,29.16,5,,,,,,,,,,,,,,
,,986,12680.0000,13680.00,29.86,6,,,,,,,,,,,,,,
,,989,12740.0000,13740.00,28.13,5,,,,,,,,,,,,,,
,,993,12821.0000,13821.00,29.33,5,,,,,,,,,,,,,,
,,997,12903.0000,13903.00,28.69,5,,,,,,,,,,,,,,
,,1001,12984.0000,13984.00,28.56,5,,,,,,,,,,,,,,
,,1005,13066.0000,14066.00,29.22,5,,,,,,,,,,,,,,
,,1009,13147.0000,14147.00,29.43,5,,,,,,,,,,,,,,
,,1010,,,,,,,,,,,,,,,,,,
,,1011,,,,,,,,,,,,,,,,,,
,,1011,13188.0000,14188.00,29.72,6,,,,,,,,,,,,,,
,,1013,13229.0000,14229.00,28.42,5,,,,,,,,,,,,,,
,,1017,13311.0000,14311.00,28.92,5,,,,,,,,,,,,,,
,,1021,13393.0000,14393.00,28.63,5,,,,,,,,,,,,,,
,,1025,13476.0000,14476.00,28.67,5,,,,,,,,,,,,,,
,,1029,13558.0000,14558.00,28.73,5,,,,,,,,,,,,,,
,,1033,13640.0000,14640.00,28.79,5,,,,,,,,,,,,,,
,,1036,13702.0000,14702.00,29.23,5,,,,,,,,,,,,,,
