,,Proxy depth,Published Proxy,Published age,Published Temperature,Marine09 age,Age model error,,,14C depth,14C age,14C error,忖R,忖R error,Marine09 age,,,,,
,,100.00,0.3260,1290.00,10.90,1282.14,134.01,,,,,,,,,,,,,
,,102.00,0.3300,1320.00,11.00,1306.96,142.61,,,,,,,,,,,,,
,,105.00,0.3340,1350.00,11.10,1344.20,153.23,,,,,,,,,,,,,
,,107.00,0.3380,1380.00,11.20,1369.02,159.02,,,,,,,,,,,,,
,,110.00,0.3340,1410.00,11.10,1406.25,166.03,,,,,,,,,,,,,
,,111.00,0.3340,1420.00,11.10,1418.65,167.96,,,,,,,,,,,,,
,,117.00,0.3340,1500.00,11.10,1493.08,175.69,,,,,,,,,,,,,
,,120.00,0.3300,1530.00,11.00,1530.29,177.25,,,,,,,,,,,,,
,,125.00,0.3260,1590.00,10.90,1592.29,176.57,,,,,,,,,,,,,
,,127.00,0.3300,1620.00,11.00,1617.09,175.16,,,,,,,,,,,,,
,,131.00,0.3380,1660.00,11.20,1666.67,170.26,,,,,,,,,,,,,
,,135.00,0.3300,1710.00,11.00,1716.25,162.41,,,,,,,,,,,,,
,,138.00,0.3380,1750.00,11.20,1753.43,154.33,,,,,,,,,,,,,
,,141.00,0.3300,1790.00,11.00,1790.60,144.01,,,,,,,,,,,,,
,,145.00,0.3340,1830.00,11.10,1840.15,125.87,,,,,,,,,,,,,
,,147.00,0.3420,1860.00,11.30,1864.91,114.26,,,,,,,,,,,,,
,,150.00,0.3260,1890.00,10.90,1902.04,91.99,,,,,,,,,,,,,
,,154.00,0.3340,1940.00,11.10,1951.39,41.75,,,,,,,,,,,,,
,,157.00,0.3420,2010.00,11.30,2014.15,95.78,,,,,,,,,,,,,
,,160.00,0.3460,2080.00,11.40,2076.45,117.66,,,,,,,,,,,,,
,,162.00,0.3460,2130.00,11.40,2117.92,123.74,,,,,,,,,,,,,
,,165.00,0.3500,2190.00,11.50,2180.02,122.57,,,,,,,,,,,,,
,,167.00,0.3420,2240.00,11.30,2221.35,114.75,,,,,,,,,,,,,
,,170.00,0.3140,2310.00,10.60,2283.11,88.92,,,,,,,,,,,,,
,,172.00,0.3340,2340.00,11.10,2315.70,100.13,,,,,,,,,,,,,
,,177.00,0.3260,2410.00,10.90,2390.29,141.74,,,,,,,,,,,,,
,,180.00,0.3260,2460.00,10.90,2435.01,159.95,,,,,,,,,,,,,
,,182.00,0.3380,2490.00,11.20,2464.81,170.36,,,,,,,,,,,,,
,,185.00,0.3260,2530.00,10.90,2509.51,183.95,,,,,,,,,,,,,
,,189.00,0.3220,2590.00,10.80,2569.09,199.06,,,,,,,,,,,,,
,,193.00,0.3460,2650.00,11.40,2628.66,211.40,,,,,,,,,,,,,
,,196.00,0.3460,2690.00,11.40,2673.33,219.12,,,,,,,,,,,,,
,,200.00,0.3580,2750.00,11.70,2732.89,227.62,,,,,,,,,,,,,
,,205.00,0.3700,2820.00,12.00,2807.33,235.68,,,,,,,,,,,,,
,,210.00,0.3620,2900.00,11.80,2881.75,241.14,,,,,,,,,,,,,
,,215.00,0.3660,2970.00,11.90,2956.17,244.18,,,,,,,,,,,,,
,,220.00,0.3660,3040.00,11.90,3030.59,244.89,,,,,,,,,,,,,
,,225.00,0.3540,3120.00,11.60,3104.99,243.29,,,,,,,,,,,,,
,,230.00,0.3660,3190.00,11.90,3179.39,239.34,,,,,,,,,,,,,
,,235.00,0.3580,3260.00,11.70,3253.78,232.92,,,,,,,,,,,,,
,,240.00,0.3460,3340.00,11.40,3328.16,223.83,,,,,,,,,,,,,
,,245.00,0.3620,3410.00,11.80,3402.53,211.70,,,,,,,,,,,,,
,,250.00,0.3620,3480.00,11.80,3476.89,196.00,,,,,,,,,,,,,
,,255.00,0.3580,3560.00,11.70,3551.23,175.78,,,,,,,,,,,,,
,,260.00,0.3580,3630.00,11.70,3625.55,149.21,,,,,,,,,,,,,
,,265.00,0.3780,3700.00,12.20,3699.83,111.93,,,,,,,,,,,,,
,,270.00,0.3660,3780.00,11.90,3773.51,62.25,,,,,,,,,,,,,
,,275.00,0.3820,3840.00,12.30,3842.23,113.22,,,,,,,,,,,,,
,,280.00,0.3700,3910.00,12.00,3910.70,141.22,,,,,,,,,,,,,
,,285.00,0.3620,3970.00,11.80,3979.10,158.67,,,,,,,,,,,,,
,,290.00,0.3780,4040.00,12.20,4047.44,168.82,,,,,,,,,,,,,
,,295.00,0.3620,4110.00,11.80,4115.74,172.90,,,,,,,,,,,,,
,,305.00,0.3700,4240.00,12.00,4252.21,163.86,,,,,,,,,,,,,
,,309.00,0.3660,4290.00,11.90,4306.75,153.07,,,,,,,,,,,,,
,,315.00,0.3660,4370.00,11.90,4388.47,126.03,,,,,,,,,,,,,
,,330.00,0.3620,4600.00,11.80,4618.44,172.18,,,,,,,,,,,,,
,,340.00,0.3620,4760.00,11.80,4781.84,226.62,,,,,,,,,,,,,
,,345.00,0.3700,4840.00,12.00,4863.51,247.42,,,,,,,,,,,,,
,,350.00,0.3700,4920.00,12.00,4945.18,265.37,,,,,,,,,,,,,
,,355.00,0.3660,5010.00,11.90,5026.84,281.04,,,,,,,,,,,,,
,,360.00,0.3780,5090.00,12.20,5108.49,294.79,,,,,,,,,,,,,
,,365.00,0.3740,5170.00,12.10,5190.13,306.89,,,,,,,,,,,,,
,,375.00,0.3620,5330.00,11.80,5353.41,326.83,,,,,,,,,,,,,
,,380.00,0.3620,5410.00,11.80,5435.05,334.93,,,,,,,,,,,,,
,,385.00,0.3580,5490.00,11.70,5516.68,341.91,,,,,,,,,,,,,
,,390.00,0.3620,5580.00,11.80,5598.30,347.85,,,,,,,,,,,,,
,,395.00,0.3700,5660.00,12.00,5679.93,352.78,,,,,,,,,,,,,
,,400.00,0.3780,5740.00,12.20,5761.55,356.76,,,,,,,,,,,,,
,,405.00,0.4060,5820.00,12.90,5843.16,359.82,,,,,,,,,,,,,
,,410.00,0.3820,5900.00,12.30,5924.78,361.97,,,,,,,,,,,,,
,,417.00,0.4020,6020.00,12.80,6039.04,363.51,,,,,,,,,,,,,
,,420.00,0.3940,6070.00,12.60,6088.00,363.65,,,,,,,,,,,,,
,,435.00,0.4060,6310.00,12.90,6332.82,359.62,,,,,,,,,,,,,
,,450.00,0.3900,6550.00,12.50,6577.60,347.46,,,,,,,,,,,,,
,,460.00,0.3980,6720.00,12.70,6740.78,334.43,,,,,,,,,,,,,
,,465.00,0.3980,6800.00,12.70,6822.36,326.28,,,,,,,,,,,,,
,,470.00,0.4020,6880.00,12.80,6903.94,316.93,,,,,,,,,,,,,
,,475.00,0.3980,6960.00,12.70,6985.52,306.26,,,,,,,,,,,,,
,,480.00,0.3980,7040.00,12.70,7067.09,294.14,,,,,,,,,,,,,
,,485.00,0.4020,7130.00,12.80,7148.66,280.38,,,,,,,,,,,,,
,,490.00,0.3980,7210.00,12.70,7230.22,264.72,,,,,,,,,,,,,
,,495.00,0.3820,7290.00,12.30,7311.77,246.81,,,,,,,,,,,,,
,,500.00,0.3740,7370.00,12.10,7393.32,226.09,,,,,,,,,,,,,
,,505.00,0.3780,7450.00,12.20,7474.85,201.72,,,,,,,,,,,,,
,,510.00,0.3780,7530.00,12.20,7556.36,172.13,,,,,,,,,,,,,
,,515.00,0.3740,7620.00,12.10,7637.84,133.91,,,,,,,,,,,,,
,,520.00,0.3780,7700.00,12.20,7719.21,74.53,,,,,,,,,,,,,
,,530.00,0.3740,7960.00,12.10,7941.60,189.78,,,,,,,,,,,,,
,,535.00,0.3860,8100.00,12.40,8054.23,226.50,,,,,,,,,,,,,
,,540.00,0.4100,8230.00,13.00,8166.84,256.21,,,,,,,,,,,,,
,,545.00,0.4100,8360.00,13.00,8279.43,281.15,,,,,,,,,,,,,
,,550.00,0.3980,8490.00,12.70,8392.01,302.51,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
