,,,Published Proxy,Published age,Published Temperature,Age model error,,,,,,,,,,,,,,,
Unique ID,,,Temperature Anomaly (deg C),(yr BP),(deg C),"(yr, 1¦Ò)",,,,,,,,,,,,,,,
,,,0.0732,3100.00,0.0732,62.0,,,,,,,,,,,,,,,
,,,-0.9512,3200.00,-0.9512,64.0,,,,,,,,,,,,,,,
,,,-0.6195,3300.00,-0.6195,66.0,,,,,,,,,,,,,,,
,,,-0.6131,3400.00,-0.6131,68.0,,,,,,,,,,,,,,,
,,,0.1120,3500.00,0.1120,70.0,,,,,,,,,,,,,,,
,,,0.0021,3600.00,0.0021,72.0,,,,,,,,,,,,,,,
,,,0.4258,3700.00,0.4258,74.0,,,,,,,,,,,,,,,
,,,-0.1869,3800.00,-0.1869,76.0,,,,,,,,,,,,,,,
,,,-0.5957,3900.00,-0.5957,78.0,,,,,,,,,,,,,,,
,,,-0.2260,4000.00,-0.2260,80.0,,,,,,,,,,,,,,,
,,,-0.5254,4100.00,-0.5254,82.0,,,,,,,,,,,,,,,
,,,-0.5226,4200.00,-0.5226,84.0,,,,,,,,,,,,,,,
,,,-0.4993,4300.00,-0.4993,86.0,,,,,,,,,,,,,,,
,,,-0.4787,4400.00,-0.4787,88.0,,,,,,,,,,,,,,,
,,,-0.0279,4500.00,-0.0279,90.0,,,,,,,,,,,,,,,
,,,-0.6163,4600.00,-0.6163,92.0,,,,,,,,,,,,,,,
,,,-0.4120,4700.00,-0.4120,94.0,,,,,,,,,,,,,,,
,,,-0.9106,4800.00,-0.9106,96.0,,,,,,,,,,,,,,,
,,,-0.1424,4900.00,-0.1424,98.0,,,,,,,,,,,,,,,
,,,-0.4630,5000.00,-0.4630,100.0,,,,,,,,,,,,,,,
,,,-0.5535,5100.00,-0.5535,102.0,,,,,,,,,,,,,,,
,,,-0.2075,5200.00,-0.2075,104.0,,,,,,,,,,,,,,,
,,,-0.3857,5300.00,-0.3857,106.0,,,,,,,,,,,,,,,
,,,-0.8928,5400.00,-0.8928,108.0,,,,,,,,,,,,,,,
,,,-1.1211,5500.00,-1.1211,110.0,,,,,,,,,,,,,,,
,,,-0.0431,5600.00,-0.0431,112.0,,,,,,,,,,,,,,,
,,,-0.5296,5700.00,-0.5296,114.0,,,,,,,,,,,,,,,
,,,0.1708,5800.00,0.1708,116.0,,,,,,,,,,,,,,,
,,,-0.4995,5900.00,-0.4995,118.0,,,,,,,,,,,,,,,
,,,-0.4363,6000.00,-0.4363,120.0,,,,,,,,,,,,,,,
,,,-0.4068,6100.00,-0.4068,122.0,,,,,,,,,,,,,,,
,,,-0.4663,6200.00,-0.4663,124.0,,,,,,,,,,,,,,,
,,,-0.5168,6300.00,-0.5168,126.0,,,,,,,,,,,,,,,
,,,-0.6286,6400.00,-0.6286,128.0,,,,,,,,,,,,,,,
,,,-0.6718,6500.00,-0.6718,130.0,,,,,,,,,,,,,,,
,,,-0.8034,6600.00,-0.8034,132.0,,,,,,,,,,,,,,,
,,,-0.8004,6700.00,-0.8004,134.0,,,,,,,,,,,,,,,
,,,-1.2251,6800.00,-1.2251,136.0,,,,,,,,,,,,,,,
,,,-0.2282,6900.00,-0.2282,138.0,,,,,,,,,,,,,,,
,,,-0.6991,7000.00,-0.6991,140.0,,,,,,,,,,,,,,,
,,,-1.1004,7100.00,-1.1004,142.0,,,,,,,,,,,,,,,
,,,-1.7480,7200.00,-1.7480,144.0,,,,,,,,,,,,,,,
,,,-0.6899,7300.00,-0.6899,146.0,,,,,,,,,,,,,,,
,,,-1.4872,7400.00,-1.4872,148.0,,,,,,,,,,,,,,,
,,,-1.0812,7500.00,-1.0812,150.0,,,,,,,,,,,,,,,
,,,-0.3864,7600.00,-0.3864,152.0,,,,,,,,,,,,,,,
,,,-0.9652,7700.00,-0.9652,154.0,,,,,,,,,,,,,,,
,,,-0.7021,7800.00,-0.7021,156.0,,,,,,,,,,,,,,,
,,,-0.7280,7900.00,-0.7280,158.0,,,,,,,,,,,,,,,
,,,-1.4229,8000.00,-1.4229,160.0,,,,,,,,,,,,,,,
,,,-1.3641,8100.00,-1.3641,162.0,,,,,,,,,,,,,,,
,,,-1.5645,8200.00,-1.5645,164.0,,,,,,,,,,,,,,,
,,,-1.1418,8300.00,-1.1418,166.0,,,,,,,,,,,,,,,
,,,-1.2184,8400.00,-1.2184,168.0,,,,,,,,,,,,,,,
,,,-0.9145,8500.00,-0.9145,170.0,,,,,,,,,,,,,,,
,,,-0.7493,8600.00,-0.7493,172.0,,,,,,,,,,,,,,,
,,,-0.9310,8700.00,-0.9310,174.0,,,,,,,,,,,,,,,
,,,-0.8914,8800.00,-0.8914,176.0,,,,,,,,,,,,,,,
,,,-0.7303,8900.00,-0.7303,178.0,,,,,,,,,,,,,,,
,,,-0.7383,9000.00,-0.7383,180.0,,,,,,,,,,,,,,,
,,,-1.0635,9100.00,-1.0635,182.0,,,,,,,,,,,,,,,
,,,-0.5882,9200.00,-0.5882,184.0,,,,,,,,,,,,,,,
,,,-0.6269,9300.00,-0.6269,186.0,,,,,,,,,,,,,,,
,,,-0.0815,9400.00,-0.0815,188.0,,,,,,,,,,,,,,,
,,,-0.5136,9500.00,-0.5136,190.0,,,,,,,,,,,,,,,
,,,-0.2794,9600.00,-0.2794,192.0,,,,,,,,,,,,,,,
,,,0.2200,9700.00,0.2200,194.0,,,,,,,,,,,,,,,
,,,-0.2821,9800.00,-0.2821,196.0,,,,,,,,,,,,,,,
,,,0.0400,9900.00,0.0400,198.0,,,,,,,,,,,,,,,
,,,0.0469,10000.00,0.0469,200.0,,,,,,,,,,,,,,,
,,,-0.0806,10100.00,-0.0806,202.0,,,,,,,,,,,,,,,
,,,-0.3467,10200.00,-0.3467,204.0,,,,,,,,,,,,,,,
,,,-0.1360,10300.00,-0.1360,206.0,,,,,,,,,,,,,,,
,,,-0.6338,10400.00,-0.6338,208.0,,,,,,,,,,,,,,,
,,,0.3588,10500.00,0.3588,210.0,,,,,,,,,,,,,,,
,,,-0.6517,10600.00,-0.6517,212.0,,,,,,,,,,,,,,,
,,,-0.8164,10700.00,-0.8164,214.0,,,,,,,,,,,,,,,
,,,-1.1669,10800.00,-1.1669,216.0,,,,,,,,,,,,,,,
,,,-1.0158,10900.00,-1.0158,218.0,,,,,,,,,,,,,,,
,,,-0.7280,11000.00,-0.7280,220.0,,,,,,,,,,,,,,,
,,,-1.6424,11100.00,-1.6424,222.0,,,,,,,,,,,,,,,
,,,-0.5697,11200.00,-0.5697,224.0,,,,,,,,,,,,,,,
,,,-0.4971,11300.00,-0.4971,226.0,,,,,,,,,,,,,,,
,,,-1.3192,11400.00,-1.3192,228.0,,,,,,,,,,,,,,,
,,,-0.7474,11500.00,-0.7474,230.0,,,,,,,,,,,,,,,
,,,-1.4966,11600.00,-1.4966,232.0,,,,,,,,,,,,,,,
,,,-0.9629,11700.00,-0.9629,234.0,,,,,,,,,,,,,,,
,,,-2.0030,11800.00,-2.0030,236.0,,,,,,,,,,,,,,,
,,,-2.6549,11900.00,-2.6549,238.0,,,,,,,,,,,,,,,
,,,-2.7691,12000.00,-2.7691,240.0,,,,,,,,,,,,,,,
,,,-3.2113,12100.00,-3.2113,242.0,,,,,,,,,,,,,,,
,,,-3.0715,12200.00,-3.0715,244.0,,,,,,,,,,,,,,,
,,,-3.8244,12300.00,-3.8244,246.0,,,,,,,,,,,,,,,
,,,-3.8254,12400.00,-3.8254,248.0,,,,,,,,,,,,,,,
,,,-4.6956,12500.00,-4.6956,250.0,,,,,,,,,,,,,,,
,,,-5.0775,12600.00,-5.0775,252.0,,,,,,,,,,,,,,,
,,,-4.5585,12700.00,-4.5585,254.0,,,,,,,,,,,,,,,
,,,-4.7009,12800.00,-4.7009,256.0,,,,,,,,,,,,,,,
,,,-4.6079,12900.00,-4.6079,258.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
