BP	Vostok_shakun	Vostok_marcott	DomeF_marcott	DomeF_shakun	DomeC_shakun	Antarctica	SO136-GC11_shakun	SO136-GC11_marcott	MD97-2121	MD97-2020	Mount Honey	New Zealand	PC-6	KT92-17 Site 14	Composite MD01-2421; KR02-06 St A GC; KR02-06 St A MC	NW Pacific	GeoB 3313	GeoB 7139-2_marcott	GeoB 7139-2_shakun	ODP 1233_shakun	South America
29500				-6.846666667		-6.846666667	13.56080586		14.69399103			14.12739845							15.00586207		15.00586207
29600				-6.906666667		-6.906666667	13.51730769		14.76125561			14.13928165							15.03689655		15.03689655
29700				-6.966666667		-6.966666667	13.39903846		14.82852018			14.11377932							15.03793103		15.03793103
29800							13.16666667		14.89578475			14.03122571							15.03563218		15.03563218
29900							13.04907407		14.92860987			13.98884197							15.03333333		15.03333333
30000							12.91464646		14.94206278			13.92835462							15.03653846		15.03653846
30100							12.82323232		14.9555157			13.88937401							15.03974359		15.03974359
30200							12.81409091		14.96896861			13.89152976							15.04294872		15.04294872
30300							12.775		14.97757848			13.87628924							15.04615385		15.04615385
30400							12.665		14.96412556			13.81456278							15.04935897		15.04935897
30500							12.51		14.95067265			13.73033632							15.0683908		15.0683908
30600							12.39		14.93721973			13.66360987							15.09137931		15.09137931
30700							12.35252525		14.92376682			13.63814603							15.11436782		15.11436782
30800									14.9490583			14.9490583							15.12701149		15.12701149
30900									14.98941704			14.98941704							15.13850575		15.13850575
31000									15.02977578			15.02977578							15.15		15.15
31100									15.07013453			15.07013453							15.14753695		15.14753695
31200									15.10945455			15.10945455							15.14507389		15.14507389
31300									15.14581818			15.14581818							15.13857143		15.13857143
31400									15.18218182			15.18218182							15.09571429		15.09571429
31500									15.21854545			15.21854545							15.05747126		15.05747126
31600									15.25490909			15.25490909							15.06075534		15.06075534
31700									15.22366197			15.22366197							15.06403941		15.06403941
31800									15.18140845			15.18140845							15.07034483		15.07034483
31900									15.13915493			15.13915493							15.08873563		15.08873563
32000									15.09690141			15.09690141							15.10712644		15.10712644
32100									15.0884507			15.0884507							15.12568966		15.12568966
32200									15.10253521			15.10253521							15.14465517		15.14465517
32300									15.11661972			15.11661972							15.16362069		15.16362069
32400									15.13070423			15.13070423							15.17663934		15.17663934
32500									15.13521127			15.13521127							15.1807377		15.1807377
32600									15.12112676			15.12112676							15.18483607		15.18483607
32700									15.10704225			15.10704225							15.18893443		15.18893443
32800									15.09295775			15.09295775							15.19303279		15.19303279
32900									15.07962441			15.07962441							15.19713115		15.19713115
33000									15.07492958			15.07492958							15.20122951		15.20122951
33100									15.07023474			15.07023474							15.20532787		15.20532787
33200									15.06553991			15.06553991							15.20942623		15.20942623
33300									15.06084507			15.06084507							15.21352459		15.21352459
33400									15.06384977			15.06384977							15.21762295		15.21762295
33500									15.0685446			15.0685446							15.22172131		15.22172131
33600									15.07323944			15.07323944							15.225		15.225
33700									15.07793427			15.07793427							15.225		15.225
33800									15.08262911			15.08262911							15.225		15.225
33900									15.08732394			15.08732394							15.22448276		15.22448276
34000									15.09201878			15.09201878							15.22275862		15.22275862
34100									15.09671362			15.09671362							15.22103448		15.22103448
34200									15.1			15.1							15.22		15.22
34300									15.1			15.1							15.22		15.22
34400									15.1			15.1							15.22		15.22
34500									15.1			15.1							15.22245902		15.22245902
34600									15.09928571			15.09928571							15.22737705		15.22737705
34700									15.09571429			15.09571429							15.23229508		15.23229508
34800									15.09214286			15.09214286							15.23721311		15.23721311
34900									15.08857143			15.08857143							15.24213115		15.24213115
35000									15.09142857			15.09142857							15.24704918		15.24704918
35100									15.12			15.12							15.25967742		15.25967742
35200									15.14857143			15.14857143							15.28387097		15.28387097
35300									15.17714286			15.17714286							15.30806452		15.30806452
35400									15.21123596			15.21123596							15.33225806		15.33225806
35500									15.26741573			15.26741573							15.35645161		15.35645161
35600									15.32359551			15.32359551							15.38064516		15.38064516
35700									15.36992481			15.36992481							15.4		15.4
35800									15.40250627			15.40250627							15.4		15.4
35900									15.41503759			15.41503759							15.4		15.4
36000									15.42748756			15.42748756							15.4		15.4
36100									15.42005013			15.42005013							15.4		15.4
36200									15.4			15.4							15.4		15.4
36300									15.4			15.4							15.39781421		15.39781421
36400									15.38501722			15.38501722							15.37595628		15.37595628
36500									15.36050153			15.36050153							15.35409836		15.35409836
36600									15.33249194			15.33249194							15.33224044		15.33224044
36700									15.31638024			15.31638024							15.31038251		15.31038251
36800									15.28706986			15.28706986							15.28852459		15.28852459
36900									15.26232939			15.26232939							15.26666667		15.26666667
37000									15.24413103			15.24413103							15.25591398		15.25591398
37100									15.24285714			15.24285714							15.24516129		15.24516129
37200									15.21272485			15.21272485							15.2344086		15.2344086
37300									15.1266326			15.1266326							15.22365591		15.22365591
37400									15.07509737			15.07509737							15.21290323		15.21290323
37500									15.02941035			15.02941035							15.20215054		15.20215054
37600									14.96812874			14.96812874							15.18251366		15.18251366
37700									14.91283084			14.91283084							15.16065574		15.16065574
37800									14.86162255			14.86162255							15.13879781		15.13879781
37900									14.82134638			14.82134638							15.11693989		15.11693989
38000									14.78639259			14.78639259							15.09508197		15.09508197
38100									14.75744065			14.75744065							15.07322404		15.07322404
38200									14.69758343			14.69758343							15.07431694		15.07431694
38300									14.65208012			14.65208012							15.0852459		15.0852459
38400									14.64437596			14.64437596							15.09617486		15.09617486
38500									14.6366718			14.6366718							15.10710383		15.10710383
38600									14.62896764			14.62896764							15.11803279		15.11803279
38700									14.62126348			14.62126348							15.12896175		15.12896175
38800									14.61472957			14.61472957							15.13333333		15.13333333
38900									14.60862768			14.60862768							15.13333333		15.13333333
39000									14.58546613			14.58546613							15.13333333		15.13333333
39100									14.55719217			14.55719217							15.13333333		15.13333333
39200									14.52266974			14.52266974							15.13333333		15.13333333
39300									14.50810654			14.50810654							15.13333333		15.13333333
39400									14.50158228			14.50158228							15.14644809		15.14644809
39500									14.50685654			14.50685654							15.17923497		15.17923497
39600									14.49745631			14.49745631							15.21202186		15.21202186
39700									14.47658228			14.47658228							15.24480874		15.24480874
39800									14.42302824			14.42302824							15.27759563		15.27759563
39900									14.37779942			14.37779942							15.31038251		15.31038251
40000									14.33885102			14.33885102									
40100									14.33361098			14.33361098									
40200									14.33894839			14.33894839									
40300									14.35842259			14.35842259									
40400									14.37388535			14.37388535									
40500									14.3714703			14.3714703									
40600									14.32278481			14.32278481									
40700									14.30431161			14.30431161									
40800									14.3			14.3									
40900									14.3			14.3									
41000									14.30687898			14.30687898									
41100									14.31961783			14.31961783									
41200									14.3145429			14.3145429									
41300									14.30524593			14.30524593									
41400									14.29020701			14.29020701									
41500									14.26433092			14.26433092									
41600									14.24279581			14.24279581									
41700									14.24254025			14.24254025									
41800									14.24228469			14.24228469									
41900									14.24202913			14.24202913									
42000									14.24177358			14.24177358									
42100									14.24151802			14.24151802									
42200									14.24126246			14.24126246									
42300									14.2410069			14.2410069									
42400									14.24075134			14.24075134									
42500									14.24049578			14.24049578									
42600									14.24024022			14.24024022									
42700									14.24319328			14.24319328									
42800									14.29641457			14.29641457									
42900									14.34963585			14.34963585									
43000									14.38843537			14.38843537									
43100									14.42044818			14.42044818									
43200									14.44285714			14.44285714									
43300									14.44285714			14.44285714									
43400									14.44285714			14.44285714									
43500									14.48427371			14.48427371									
43600									14.52929172			14.52929172									
43700									14.58119748			14.58119748									
43800									14.63897059			14.63897059									
43900									14.6967437			14.6967437									
44000									14.75451681			14.75451681									
44100									14.81228992			14.81228992									
44200									14.84138655			14.84138655									
44300									14.86239496			14.86239496									
44400									14.88340336			14.88340336									
44500									14.90441176			14.90441176									
44600									14.92489496			14.92489496									
44700									14.91964286			14.91964286									
44800									14.91439076			14.91439076									
44900									14.87216387			14.87216387									
45000									14.80913866			14.80913866									
45100									14.74884454			14.74884454									
45200									14.69632353			14.69632353									
45300									14.64380252			14.64380252									
45400									14.60720121			14.60720121									
45500									14.57277077			14.57277077									
45600									14.51120448			14.51120448									
45700									14.42250233			14.42250233									
45800									14.33548086			14.33548086									
45900									14.26078431			14.26078431									
46000									14.18608777			14.18608777									
46100									14.10793651			14.10793651									
46200									14.02857143			14.02857143									
46300									13.95929038			13.95929038									
46400									13.90793651			13.90793651									
46500									13.85658263			13.85658263									
46600									13.82352941			13.82352941									
46700									13.79084967			13.79084967									
46800									13.7945845			13.7945845									
46900									13.8225957			13.8225957									
47000									13.8557423			13.8557423									
47100									13.90709617			13.90709617									
47200									13.95845005			13.95845005									
47300									14.00980392			14.00980392									
47400									14.0611578			14.0611578									
47500									14.10821662			14.10821662									
47600									14.15023343			14.15023343									
47700									14.19337068			14.19337068									
47800									14.24939309			14.24939309									
47900									14.3054155			14.3054155									
48000									14.35816993			14.35816993									
48100									14.40952381			14.40952381									
48200									14.45938375			14.45938375									
48300									14.50606909			14.50606909									
48400									14.55275444			14.55275444									
48500									14.59066293			14.59066293									
48600									14.6280112			14.6280112									
48700									14.67058824			14.67058824									
48800									14.71727358			14.71727358									
48900									14.75418425			14.75418425									
49000									14.74656587			14.74656587									
49100									14.73894749			14.73894749									
49200									14.7375			14.7375									
49300									14.7375			14.7375									
49400									14.72620798			14.72620798									
49500									14.69994748			14.69994748									
49600									14.67526261			14.67526261									
49700									14.68051471			14.68051471									
49800									14.68576681			14.68576681									
49900									14.70333508			14.70333508									
50000									14.72696954			14.72696954									
50100									14.75060399			14.75060399									
50200									14.77423845			14.77423845									
50300									14.7978729			14.7978729									
50400									14.82867647			14.82867647									
50500									14.86018908			14.86018908									
50600									14.88891807			14.88891807									
50700									14.91517857			14.91517857									
50800									14.9375			14.9375									
50900									14.9375			14.9375									
51000									14.9375			14.9375									
51100									14.95772059			14.95772059									
51200									14.98398109			14.98398109									
51300									15.00910364			15.00910364									
51400									15.03244631			15.03244631									
51500									15.05592904			15.05592904									
51600									15.09327731			15.09327731									
51700									15.13062558			15.13062558									
51800									15.15620915			15.15620915									
51900									15.17488329			15.17488329									
52000									15.19589169			15.19589169									
52100									15.22390289			15.22390289									
52200									15.2519141			15.2519141									
52300									15.26774043			15.26774043									
52400									15.28174603			15.28174603									
52500									15.3003268			15.3003268									
52600									15.32366947			15.32366947									
52700									15.34495798			15.34495798									
52800									15.34962652			15.34962652									
52900									15.35429505			15.35429505									
53000									15.35896359			15.35896359									
53100									15.36363212			15.36363212									
53200									15.35522876			15.35522876									
53300									15.32254902			15.32254902									
53400									15.28986928			15.28986928									
53500									15.27077498			15.27077498									
53600									15.25210084			15.25210084									
53700									15.24169001			15.24169001									
53800									15.23702148			15.23702148									
53900									15.23039216			15.23039216									
54000									15.21638655			15.21638655									
54100									15.20238095			15.20238095									
54200									15.19612512			15.19612512									
54300									15.19145658			15.19145658									
54400									15.19519141			15.19519141									
54500									15.20919701			15.20919701									
54600									15.22156863			15.22156863									
54700									15.21223156			15.21223156									
54800									15.20289449			15.20289449									
54900									15.19171669			15.19171669									
55000									15.17971188			15.17971188									
55100									15.17887155			15.17887155									
55200									15.20288115			15.20288115									
55300									15.22689076			15.22689076									
55400									15.25648259			15.25648259									
55500									15.2864946			15.2864946									
55600									15.31540616			15.31540616									
55700									15.34341737			15.34341737									
55800									15.37142857			15.37142857									
55900									15.39943978			15.39943978									
56000									15.42745098			15.42745098									
56100									15.45546218			15.45546218									
56200									15.48347339			15.48347339									
56300									15.51148459			15.51148459									
56400									15.5394958			15.5394958									
56500									15.567507			15.567507									
56600									15.59551821			15.59551821									
56700									15.62352941			15.62352941									
56800									15.65154062			15.65154062									
56900									15.67955182			15.67955182									
57000									15.69747899			15.69747899									
57100									15.68814192			15.68814192									
57200									15.67880486			15.67880486									
57300									15.66946779			15.66946779									
57400									15.66013072			15.66013072									
57500									15.65079365			15.65079365									
57600									15.64145658			15.64145658									
57700									15.63576097			15.63576097									
57800									15.65443511			15.65443511									
57900									15.67310924			15.67310924									
58000									15.69178338			15.69178338									
58100									15.71045752			15.71045752									
58200									15.72913165			15.72913165									
58300									15.74780579			15.74780579									
58400									15.76647993			15.76647993									
58500									15.75280112			15.75280112									
58600									15.73879552			15.73879552									
58700									15.72478992			15.72478992									
58800									15.71078431			15.71078431									
58900									15.69677871			15.69677871									
59000									15.68277311			15.68277311									
59100									15.66876751			15.66876751									
59200									15.67063492			15.67063492									
59300									15.67530345			15.67530345									
59400									15.67997199			15.67997199									
59500									15.68464052			15.68464052									
59600									15.68930906			15.68930906									
59700									15.69397759			15.69397759									
59800									15.69864613			15.69864613									
59900									15.7			15.7									
60000									15.7			15.7									
60100									15.7			15.7									
60200									15.7			15.7									
60300									15.7			15.7									
60400									15.7			15.7									
60500									15.7			15.7									
60600									15.68403361			15.68403361									
60700									15.65602241			15.65602241									
60800									15.6280112			15.6280112									
60900									15.6			15.6									
61000									15.5719888			15.5719888									
61100									15.54397759			15.54397759									
61200									15.51596639			15.51596639									
61300									15.47967437			15.47967437									
61400									15.43240546			15.43240546									
61500									15.38513655			15.38513655									
61600									15.33786765			15.33786765									
61700									15.29059874			15.29059874									
61800									15.24332983			15.24332983									
61900									15.19606092			15.19606092									
62000									15.14879202			15.14879202									
62100									15.10152311			15.10152311									
62200									15.0542542			15.0542542									
62300									14.99264706			14.99264706									
62400									14.92962185			14.92962185									
62500									14.86659664			14.86659664									
62600									14.80357143			14.80357143									
62700									14.74054622			14.74054622									
62800									14.67752101			14.67752101									
62900									14.6144958			14.6144958									
63000									14.6			14.6									
63100									14.6			14.6									
63200									14.57542017			14.57542017									
63300									14.51239496			14.51239496									
63400									14.44964569			14.44964569									
63500									14.41421485			14.41421485									
63600									14.37878401			14.37878401									
63700									14.34335317			14.34335317									
63800									14.31262626			14.31262626									
63900									14.32946128			14.32946128									
64000									14.3462963			14.3462963									
64100									14.36313131			14.36313131									
64200									14.37777778			14.37777778									
64300									14.37777778			14.37777778									
64400									14.36403732			14.36403732									
64500									14.37239057			14.37239057									
64600									14.40371901			14.40371901									
64700									14.42438017			14.42438017									
64800									14.44207989			14.44207989									
64900									14.46301653			14.46301653									
65000									14.4873878			14.4873878									
65100									14.51270426			14.51270426									
65200									14.53802071			14.53802071									
65300									14.56333717			14.56333717									
65400									14.58553719			14.58553719									
65500									14.59931129			14.59931129									
65600									14.6981405			14.6981405									
65700									14.71683884			14.71683884									
65800									14.68584711			14.68584711									
65900									14.65485537			14.65485537									
66000									14.63393477			14.63393477									
66100									14.62610193			14.62610193									
66200									14.63863636			14.63863636									
66300									14.67651515			14.67651515									
66400									14.71439394			14.71439394									
66500									14.70681818			14.70681818									
66600									14.68661616			14.68661616									
66700									14.67652672			14.67652672									
66800									14.69561069			14.69561069									
66900									14.69513889			14.69513889									
67000									14.67901171			14.67901171									
67100									14.6518595			14.6518595									
67200									14.63119835			14.63119835									
67300									14.61379132			14.61379132									
67400									14.59714761			14.59714761									
67500									14.58549618			14.58549618									
67600									14.59821883			14.59821883									
67700									14.6130303			14.6130303									
67800									14.60818182			14.60818182									
67900									14.5862963			14.5862963									
68000									14.56441077			14.56441077									
68100									14.54252525			14.54252525									
68200									14.47474747			14.47474747									
68300									14.4			14.4									
68400									14.4			14.4									
68500									14.42998737			14.42998737									
68600									14.46155303			14.46155303									
68700									14.49311869			14.49311869									
68800									14.52468434			14.52468434									
68900									14.55625			14.55625									
69000									14.59373737			14.59373737									
69100									14.64137405			14.64137405									
69200									14.70321396			14.70321396									
69300									14.7835629			14.7835629									
69400									14.86391185			14.86391185									
69500									14.94426079			14.94426079									
69600									15.02364555			15.02364555									
69700									15.09194215			15.09194215									
69800									15.1522533			15.1522533									
69900									15.23589744			15.23589744									
70000									15.35607751			15.35607751									
70100									15.50287728			15.50287728									
70200									15.63933566			15.63933566									
70300									15.74460956			15.74460956									
70400									15.81738456			15.81738456									
70500									15.87762987			15.87762987									
70600									15.96393939			15.96393939									
70700									16.05484848			16.05484848									
70800									16.1437659			16.1437659									
70900									16.22519084			16.22519084									
71000									16.28852814			16.28852814									
71100									16.35194805			16.35194805									
71200									16.41406926			16.41406926									
71300									16.46818182			16.46818182									
71400									16.50194805			16.50194805									
71500									16.52770563			16.52770563									
71600									16.54776445			16.54776445									
71700									16.56412214			16.56412214									
71800									16.55357143			16.55357143									
71900									16.55097611			16.55097611									
72000									16.55243298			16.55243298									
72100									16.55394814			16.55394814									
72200									16.55734751			16.55734751									
72300									16.50902778			16.50902778									
72400									16.45223225			16.45223225									
72500									16.41586777			16.41586777									
72600									16.38694215			16.38694215									
72700									16.31666667			16.31666667									
72800									16.25037037			16.25037037									
72900									16.21001406			16.21001406									
73000									16.20087201			16.20087201									
73100									16.19172996			16.19172996									
73200									16.1825879			16.1825879									
73300									16.17607323			16.17607323									
73400									16.18238636			16.18238636									
73500									16.18869949			16.18869949									
73600									16.19501263			16.19501263									
73700									16.20850633			16.20850633									
73800									16.24901266			16.24901266									
73900									16.28951899			16.28951899									
74000									16.33002532			16.33002532									
74100									16.37444444			16.37444444									
74200									16.43			16.43									
74300									16.48555556			16.48555556									
74400									16.54111111			16.54111111									
74500									16.60126582			16.60126582									
74600									16.6721519			16.6721519									
74700									16.74303797			16.74303797									
74800									16.81392405			16.81392405									
74900									16.87590909			16.87590909									
75000									16.92136364			16.92136364									
75100									16.96681818			16.96681818									
75200									17.01227273			17.01227273									
75300									17.05974684			17.05974684									
75400									17.11037975			17.11037975									
75500									17.16101266			17.16101266									
75600									17.21164557			17.21164557									
75700									17.26666667			17.26666667									
75800									17.32727273			17.32727273									
75900									17.38787879			17.38787879									
76000									17.44848485			17.44848485									
76100									17.49939394			17.49939394									
76200									17.53979798			17.53979798									
76300									17.58020202			17.58020202									
76400									17.62060606			17.62060606									
76500									17.65843038			17.65843038									
76600									17.69387342			17.69387342									
76700									17.72931646			17.72931646									
76800									17.76475949			17.76475949									
76900									17.8030303			17.8030303									
77000									17.84343434			17.84343434									
77100									17.88383838			17.88383838									
77200									17.92424242			17.92424242									
77300									17.95853165			17.95853165									
77400									17.98891139			17.98891139									
77500									18.01929114			18.01929114									
77600									18.04967089			18.04967089									
77700									18.07333333			18.07333333									
77800									18.09353535			18.09353535									
77900									18.11373737			18.11373737									
78000									18.13393939			18.13393939									
78100									18.16126582			18.16126582									
78200									18.19164557			18.19164557									
78300									18.22202532			18.22202532									
78400									18.25240506			18.25240506									
78500									18.27515152			18.27515152									
78600									18.29535354			18.29535354									
78700									18.31555556			18.31555556									
78800									18.33575758			18.33575758									
78900									18.352			18.352									
79000									18.36718987			18.36718987									
79100									18.38237975			18.38237975									
79200									18.39756962			18.39756962									
79300									18.40848485			18.40848485									
79400									18.41858586			18.41858586									
79500									18.42868687			18.42868687									
79600									18.43878788			18.43878788									
79700									18.46673418			18.46673418									
79800									18.49711392			18.49711392									
79900									18.52749367			18.52749367									
80000									18.55787342			18.55787342									
80100									18.58818182			18.58818182									
80200									18.61848485			18.61848485									
80300									18.64734177			18.64734177									
80400									18.67265823			18.67265823									
80500									18.69797468			18.69797468									
80600									18.72329114			18.72329114									
80700									18.74			18.74									
80800									18.74			18.74									
80900									18.74			18.74									
81000									18.74			18.74									
81100									18.7361519			18.7361519									
81200									18.72602532			18.72602532									
81300									18.71589873			18.71589873									
81400									18.70577215			18.70577215									
81500									18.68479798			18.68479798									
81600									18.64944444			18.64944444									
81700									18.61409091			18.61409091									
81800									18.57873737			18.57873737									
81900									18.53858228			18.53858228									
82000									18.49301266			18.49301266									
82100									18.44744304			18.44744304									
82200									18.40187342			18.40187342									
82300									18.3379798			18.3379798									
82400									18.25717172			18.25717172									
82500									18.17636364			18.17636364									
82600									18.09555556			18.09555556									
82700									18.02881013			18.02881013									
82800									17.97311392			17.97311392									
82900									17.91741772			17.91741772									
83000									17.86172152			17.86172152									
83100									17.80611111			17.80611111									
83200									17.75055556			17.75055556									
83300									17.695			17.695									
83400									17.63944444			17.63944444									
83500									17.59037975			17.59037975									
83600									17.54481013			17.54481013									
83700									17.49924051			17.49924051									
83800									17.45367089			17.45367089									
83900									17.39757576			17.39757576									
84000									17.3369697			17.3369697									
84100									17.27636364			17.27636364									
84200									17.21575758			17.21575758									
84300									17.15878481			17.15878481									
84400									17.10308861			17.10308861									
84500									17.04739241			17.04739241									
84600									16.9916962			16.9916962									
84700									16.93212121			16.93212121									
84800									16.87151515			16.87151515									
84900									16.81090909			16.81090909									
85000									16.75030303			16.75030303									
85100									16.70637975			16.70637975									
85200									16.66587342			16.66587342									
85300									16.62536709			16.62536709									
85400									16.58486076			16.58486076									
85500									16.56222222			16.56222222									
85600									16.5420202			16.5420202									
85700									16.52181818			16.52181818									
85800									16.50161616			16.50161616									
85900									16.54270042			16.54270042									
86000									16.58911392			16.58911392									
86100									16.63552743			16.63552743									
86200									16.68194093			16.68194093									
86300									16.71383648			16.71383648									
86400									16.74528302			16.74528302									
86500									16.77672956			16.77672956									
86600									16.80727069			16.80727069									
86700									16.8352349			16.8352349									
86800									16.86319911			16.86319911									
86900									16.882211			16.882211									
87000									16.87820266			16.87820266									
87100									16.87419432			16.87419432									
87200									16.88186628			16.88186628									
87300									16.91553632			16.91553632									
87400									16.94920635			16.94920635									
87500									16.97631831			16.97631831									
87600									16.9906999			16.9906999									
87700									17.0050815			17.0050815									
87800									17.00909091			17.00909091									
87900									16.99466089			16.99466089									
88000									16.98023088			16.98023088									
88100									16.96955267			16.96955267									
88200									16.96474266			16.96474266									
88300									16.95993266			16.95993266									
88400									16.95311601			16.95311601									
88500									16.94352828			16.94352828									
88600									16.93394056			16.93394056									
88700									16.92645503			16.92645503									
88800									16.92164502			16.92164502									
88900									16.91683502			16.91683502									
89000									16.90411255			16.90411255									
89100									16.88246753			16.88246753									
89200									16.8620326			16.8620326									
89300									16.84285714			16.84285714									
89400									16.82368169			16.82368169									
89500									16.7995671			16.7995671									
89600									16.77070707			16.77070707									
89700									16.74184704			16.74184704									
89800									16.71038961			16.71038961									
89900									16.67671958			16.67671958									
90000									16.64304954			16.64304954									
90100									16.61217641			16.61217641									
90200									16.58341323			16.58341323									
90300									16.55465005			16.55465005									
90400									16.52689394			16.52689394									
90500									16.49983766			16.49983766									
90600									16.47278139			16.47278139									
90700									16.45075758			16.45075758									
90800									16.43181818			16.43181818									
90900									16.43529947			16.43529947									
91000									16.45139239			16.45139239									
91100									16.46748531			16.46748531									
91200									16.48357823			16.48357823									
91300									16.50016835			16.50016835									
91400									16.51700337			16.51700337									
91500									16.5423569			16.5423569									
91600									16.5715376			16.5715376									
91700									16.61227273			16.61227273									
91800									16.65772727			16.65772727									
91900									16.71055556			16.71055556									
92000									16.76611111			16.76611111									
92100									16.79439013			16.79439013									
92200									16.81357698			16.81357698									
92300									16.85307622			16.85307622									
92400									16.8989899			16.8989899									
92500									16.95564738			16.95564738									
92600									17.01533517			17.01533517									
92700									17.07502296			17.07502296									
92800									17.13471074			17.13471074									
92900									17.19789858			17.19789858									
93000									17.26185473			17.26185473									
93100									17.29178145			17.29178145									
93200									17.31473829			17.31473829									
93300									17.38842975			17.38842975									
93400									17.47107438			17.47107438									
93500									17.5137741			17.5137741									
93600									17.55050505			17.55050505									
93700									17.6117539			17.6117539									
93800									17.67603306			17.67603306									
93900									17.69470534			17.69470534									
94000									17.70886706			17.70886706									
94100									17.79363636			17.79363636									
94200									17.88454545			17.88454545									
94300									17.92639731			17.92639731									
94400									17.96511785			17.96511785									
94500									18.02592593			18.02592593									
94600									18.08765432			18.08765432									
94700									18.11898381			18.11898381									
94800									18.14969291			18.14969291									
94900									18.23809524			18.23809524									
95000									18.32708033			18.32708033									
95100									18.41480279			18.41480279									
95200									18.44065657			18.44065657									
95300									18.46651034			18.46651034									
95400									18.49236412			18.49236412									
95500									18.51822838			18.51822838									
95600									18.54425693			18.54425693									
95700									18.57028547			18.57028547									
95800									18.59631402			18.59631402									
95900									18.61454545			18.61454545									
96000									18.55393939			18.55393939									
96100									18.49333333			18.49333333									
96200									18.43272727			18.43272727									
96300									18.38327456			18.38327456									
96400									18.40846348			18.40846348									
96500									18.43365239			18.43365239									
96600									18.45884131			18.45884131									
96700									18.47191919			18.47191919									
96800									18.42141414			18.42141414									
96900									18.37090909			18.37090909									
97000									18.32040404			18.32040404									
97100									18.28100756			18.28100756									
97200									18.28604534			18.28604534									
97300									18.29108312			18.29108312									
97400									18.29612091			18.29612091									
97500									18.30348485			18.30348485									
97600									18.31863636			18.31863636									
97700									18.33378788			18.33378788									
97800									18.34893939			18.34893939									
97900									18.36045455			18.36045455									
98000									18.36213805			18.36213805									
98100									18.36382155			18.36382155									
98200									18.36550505			18.36550505									
98300									18.36015953			18.36015953									
98400									18.33916877			18.33916877									
98500									18.318178			18.318178									
98600									18.29718724			18.29718724									
98700									18.29096521			18.29096521									
98800									18.3134119			18.3134119									
98900									18.33585859			18.33585859									
99000									18.35266059			18.35266059									
99100									18.35985139			18.35985139									
99200									18.36704219			18.36704219									
99300									18.37142857			18.37142857									
99400									18.37142857			18.37142857									
99500									18.37142857			18.37142857									
99600									18.35728716			18.35728716									
99700									18.32361712			18.32361712									
99800									18.28994709			18.28994709									
99900									18.27142857			18.27142857									
100000									18.27142857			18.27142857									
100100									18.27142857			18.27142857									
100200									18.27142857			18.27142857									
100300									18.27142857			18.27142857									
100400									18.27142857			18.27142857									
100500									18.2706269			18.2706269									
100600									18.26902357			18.26902357									
100700									18.26742023			18.26742023									
100800									18.24295302			18.24295302									
100900									18.19821029			18.19821029									
101000									18.15346756			18.15346756									
101100									18.13024691			18.13024691									
101200									18.12463524			18.12463524									
101300									18.11902357			18.11902357									
101400									18.12641457			18.12641457									
101500									18.14322129			18.14322129									
101600									18.16002801			18.16002801									
101700									18.17683473			18.17683473									
101800									18.19364146			18.19364146									
101900									18.21044818			18.21044818									
102000									18.20959596			18.20959596									
102100									18.19837262			18.19837262									
102200									18.18714927			18.18714927									
102300									18.21296296			18.21296296									
102400									18.25785634			18.25785634									
102500									18.30274972			18.30274972									
102600									18.31611537			18.31611537									
102700									18.3153164			18.3153164									
102800									18.31451742			18.31451742									
102900									18.33819144			18.33819144									
103000									18.37186147			18.37186147									
103100									18.40553151			18.40553151									
103200									18.40716691			18.40716691									
103300									18.3975469			18.3975469									
103400									18.38792689			18.38792689									
103500									18.37833174			18.37833174									
103600									18.36874401			18.36874401									
103700									18.35915628			18.35915628									
103800									18.34194324			18.34194324									
103900									18.32270322			18.32270322									
104000									18.3034632			18.3034632									
104100									18.29211159			18.29211159									
104200									18.28249158			18.28249158									
104300									18.27287157			18.27287157									
104400									18.25920422			18.25920422									
104500									18.24482263			18.24482263									
104600									18.23044104			18.23044104									
104700									18.18672439			18.18672439									
104800									18.13862434			18.13862434									
104900									18.09052429			18.09052429									
105000									18.04675325			18.04675325									
105100									18.0034632			18.0034632									
105200									17.96017316			17.96017316									
105300									17.9303931			17.9303931									
105400									17.90162991			17.90162991									
105500									17.87286673			17.87286673									
105600									17.83030303			17.83030303									
105700									17.78701299			17.78701299									
105800									17.74372294			17.74372294									
105900									17.70514671			17.70514671									
106000									17.66666667			17.66666667									
106100									17.62818792			17.62818792									
106200									17.58983701			17.58983701									
106300									17.5514861			17.5514861									
106400									17.51183261			17.51183261									
106500									17.43006253			17.43006253									
106600									17.34829245			17.34829245									
106700									17.26940837			17.26940837									
106800									17.23573834			17.23573834									
106900									17.2020683			17.2020683									
107000									17.17186002			17.17186002									
107100									17.17665388			17.17665388									
107200									17.18144775			17.18144775									
107300									17.18148148			17.18148148									
107400									17.14300144			17.14300144									
107500									17.1045214			17.1045214									
107600									17.06940837			17.06940837									
107700									17.05497835			17.05497835									
107800									17.04054834			17.04054834									
107900									17.02286673			17.02286673									
108000									16.98930968			16.98930968									
108100									16.95575264			16.95575264									
108200									16.91874699			16.91874699									
108300									16.86703944			16.86703944									
108400									16.81533189			16.81533189									
108500									16.7712963			16.7712963									
108600									16.75446128			16.75446128									
108700									16.73762626			16.73762626									
108800									16.71330214			16.71330214									
